Year,Month,Region,Home Size,Average Sales Price,Number of Households (Thousands),Median Income - Current Dollars,Median Income - 2022 Dollars,Mean Income - Current Dollars,Mean Income - 2022 Dollars
2021,March,West,Total1,113000.0,29900.0,79430.0,85650.0,112400.0,121200.0
2021,January,Midwest,Double,112700.0,28050.0,71130.0,76700.0,98470.0,106200.0
2021,January,Midwest,Single ,62100.0,28050.0,71130.0,76700.0,98470.0,106200.0
2021,January,Midwest,Total1,83000.0,28050.0,71130.0,76700.0,98470.0,106200.0
2021,January,Northeast,Double,116200,22640.0,77470.0,83540.0,115000.0,124000.0
2021,January,Northeast,Single ,67900.0,22640.0,77470.0,83540.0,115000.0,124000.0
2021,January,Northeast,Total1,102600.0,22640.0,77470.0,83540.0,115000.0,124000.0
2021,January,South,Double,117300.0,50610.0,63370.0,68330.0,92800.0,100100.0
2021,January,South,Single ,64600.0,50610.0,63370.0,68330.0,92800.0,100100.0
2021,January,South,Total1,94000.0,50610.0,63370.0,68330.0,92800.0,100100.0
2021,January,United States,Double,118500.0,131200.0,70780.0,76330.0,102300.0,110300.0
2021,January,United States,Single ,64100.0,131200.0,70780.0,76330.0,102300.0,110300.0
2021,January,United States,Total1,95000.0,131200.0,70780.0,76330.0,102300.0,110300.0
2021,January,West,Double,129500.0,29900.0,79430.0,85650.0,112400.0,121200.0
2021,January,West,Single ,62300.0,29900.0,79430.0,85650.0,112400.0,121200.0
2021,January,West,Total1,113400.0,29900.0,79430.0,85650.0,112400.0,121200.0
2020,December,Midwest,Double,107900.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,December,Midwest,Single ,55800.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,December,Midwest,Total1,77100.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,December,Northeast,Double,115300,22470.0,75510.0,85110.0,108600.0,122400.0
2020,December,Northeast,Single ,58200.0,22470.0,75510.0,85110.0,108600.0,122400.0
2020,December,Northeast,Total1,93600.0,22470.0,75510.0,85110.0,108600.0,122400.0
2020,December,South,Double,109900.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,December,South,Single ,64500.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,December,South,Total1,90100.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,December,United States,Double,110800.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,December,United States,Single ,62600.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,December,United States,Total1,90200.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,December,West,Double,115900.0,29200.0,75240.0,84820.0,103700.0,116900.0
2020,December,West,Single ,64500.0,29200.0,75240.0,84820.0,103700.0,116900.0
2020,December,West,Total1,108800.0,29200.0,75240.0,84820.0,103700.0,116900.0
2020,November,Midwest,Double,117400.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,November,Midwest,Single ,62400.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,November,Midwest,Total1,81000.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,November,Northeast,Double,103900,22470.0,75510.0,85110.0,108600.0,122400.0
2020,November,Northeast,Single ,63600.0,22470.0,75510.0,85110.0,108600.0,122400.0
2020,November,Northeast,Total1,85600.0,22470.0,75510.0,85110.0,108600.0,122400.0
2020,November,South,Double,109700.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,November,South,Single ,64200.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,November,South,Total1,92600.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,November,United States,Double,112800.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,November,United States,Single ,63500.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,November,United States,Total1,92600.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,November,West,Double,128200.0,29200.0,75240.0,84820.0,103700.0,116900.0
2020,November,West,Single ,60100.0,29200.0,75240.0,84820.0,103700.0,116900.0
2020,November,West,Total1,115400.0,29200.0,75240.0,84820.0,103700.0,116900.0
2020,October,Midwest,Double,108000.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,October,Midwest,Single ,58300.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,October,Midwest,Total1,81700.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,October,Northeast,Double,112100,22470.0,75510.0,85110.0,108600.0,122400.0
2020,October,Northeast,Single ,57700.0,22470.0,75510.0,85110.0,108600.0,122400.0
2020,October,Northeast,Total1,91000.0,22470.0,75510.0,85110.0,108600.0,122400.0
2020,October,South,Double,107900.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,October,South,Single ,56500.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,October,South,Total1,87400.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,October,United States,Double,110000.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,October,United States,Single ,57200.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,October,United States,Total1,89400.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,October,West,Double,120000.0,29200.0,75240.0,84820.0,103700.0,116900.0
2020,October,West,Single ,61200.0,29200.0,75240.0,84820.0,103700.0,116900.0
2020,October,West,Total1,108900.0,29200.0,75240.0,84820.0,103700.0,116900.0
2020,September,Midwest,Double,98300.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,September,Midwest,Single ,52800.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,September,Midwest,Total1,72100.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,September,Northeast,Double,105600,22470.0,75510.0,85110.0,108600.0,122400.0
2020,September,Northeast,Single ,61000.0,22470.0,75510.0,85110.0,108600.0,122400.0
2020,September,Northeast,Total1,84800.0,22470.0,75510.0,85110.0,108600.0,122400.0
2020,September,South,Double,105700.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,September,South,Single ,58400.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,September,South,Total1,86900.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,September,United States,Double,107800.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,September,United States,Single ,58300.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,September,United States,Total1,87300.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,September,West,Double,126600.0,29200.0,75240.0,84820.0,103700.0,116900.0
2020,September,West,Single ,68600.0,29200.0,75240.0,84820.0,103700.0,116900.0
2020,September,West,Total1,110100.0,29200.0,75240.0,84820.0,103700.0,116900.0
2020,August,Midwest,Double,97600.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,August,Midwest,Single ,59500.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,August,Midwest,Total1,75900.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,August,Northeast,Double,109600,22470.0,75510.0,85110.0,108600.0,122400.0
2020,August,Northeast,Single ,56700.0,22470.0,75510.0,85110.0,108600.0,122400.0
2020,August,Northeast,Total1,87600.0,22470.0,75510.0,85110.0,108600.0,122400.0
2020,August,South,Double,109100.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,August,South,Single ,56800.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,August,South,Total1,87900.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,August,United States,Double,109300.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,August,United States,Single ,57700.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,August,United States,Total1,88200.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,August,West,Double,119500.0,29200.0,75240.0,84820.0,103700.0,116900.0
2020,August,West,Single ,60500.0,29200.0,75240.0,84820.0,103700.0,116900.0
2020,August,West,Total1,104900.0,29200.0,75240.0,84820.0,103700.0,116900.0
2020,July,Midwest,Double,97000.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,July,Midwest,Single ,56900.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,July,Midwest,Total1,72600.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,July,Northeast,Double,100300,22470.0,75510.0,85110.0,108600.0,122400.0
2020,July,Northeast,Single ,58600.0,22470.0,75510.0,85110.0,108600.0,122400.0
2020,July,Northeast,Total1,78600.0,22470.0,75510.0,85110.0,108600.0,122400.0
2020,July,South,Double,101300.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,July,South,Single ,59500.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,July,South,Total1,83700.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,July,United States,Double,102700.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,July,United States,Single ,59800.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,July,United States,Total1,84200.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,July,West,Double,113200.0,29200.0,75240.0,84820.0,103700.0,116900.0
2020,July,West,Single ,72100.0,29200.0,75240.0,84820.0,103700.0,116900.0
2020,July,West,Total1,103700.0,29200.0,75240.0,84820.0,103700.0,116900.0
2020,June,Midwest,Double,115200.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,June,Midwest,Single ,56100.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,June,Midwest,Total1,81400.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,June,Northeast,Double,117000,22470.0,75510.0,85110.0,108600.0,122400.0
2020,June,Northeast,Single ,55400.0,22470.0,75510.0,85110.0,108600.0,122400.0
2020,June,Northeast,Total1,91700.0,22470.0,75510.0,85110.0,108600.0,122400.0
2020,June,South,Double,106800.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,June,South,Single ,51700.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,June,South,Total1,82700.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,June,United States,Double,109800.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,June,United States,Single ,52900.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,June,United States,Total1,85600.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,June,West,Double,117000.0,29200.0,75240.0,84820.0,103700.0,116900.0
2020,June,West,Single ,55600.0,29200.0,75240.0,84820.0,103700.0,116900.0
2020,June,West,Total1,102700.0,29200.0,75240.0,84820.0,103700.0,116900.0
2020,May,Midwest,Double,100900.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,May,Midwest,Single ,56800.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,May,Midwest,Total1,73400.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,May,Northeast,Double,100200,22470.0,75510.0,85110.0,108600.0,122400.0
2020,May,Northeast,Single ,56300.0,22470.0,75510.0,85110.0,108600.0,122400.0
2020,May,Northeast,Total1,79100.0,22470.0,75510.0,85110.0,108600.0,122400.0
2020,May,South,Double,108500.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,May,South,Single ,54100.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,May,South,Total1,85200.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,May,United States,Double,109100.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,May,United States,Single ,55200.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,May,United States,Total1,85900.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,May,West,Double,117800.0,29200.0,75240.0,84820.0,103700.0,116900.0
2020,May,West,Single ,60700.0,29200.0,75240.0,84820.0,103700.0,116900.0
2020,May,West,Total1,105100.0,29200.0,75240.0,84820.0,103700.0,116900.0
2020,April,Midwest,Double,105000.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,April,Midwest,Single ,57000.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,April,Midwest,Total1,79500.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,April,Northeast,Double,105200,22470.0,75510.0,85110.0,108600.0,122400.0
2020,April,Northeast,Single ,53900.0,22470.0,75510.0,85110.0,108600.0,122400.0
2020,April,Northeast,Total1,86100.0,22470.0,75510.0,85110.0,108600.0,122400.0
2020,April,South,Double,106100.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,April,South,Single ,51600.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,April,South,Total1,84000.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,April,United States,Double,108200.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,April,United States,Single ,53300.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,April,United States,Total1,86900.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,April,West,Double,120300.0,29200.0,75240.0,84820.0,103700.0,116900.0
2020,April,West,Single ,64500.0,29200.0,75240.0,84820.0,103700.0,116900.0
2020,April,West,Total1,111800.0,29200.0,75240.0,84820.0,103700.0,116900.0
2020,March,Midwest,Double,108400.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,March,Midwest,Single ,55300.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,March,Midwest,Total1,79200.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,March,Northeast,Double,102400,22470.0,75510.0,85110.0,108600.0,122400.0
2020,March,Northeast,Single ,54400.0,22470.0,75510.0,85110.0,108600.0,122400.0
2020,March,Northeast,Total1,79100.0,22470.0,75510.0,85110.0,108600.0,122400.0
2020,March,South,Double,106900.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,March,South,Single ,53300.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,March,South,Total1,82000.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,March,United States,Double,106900.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,March,United States,Single ,53800.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,March,United States,Total1,82900.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,March,West,Double,106700.0,29200.0,75240.0,84820.0,103700.0,116900.0
2020,March,West,Single ,54300.0,29200.0,75240.0,84820.0,103700.0,116900.0
2020,March,West,Total1,92600.0,29200.0,75240.0,84820.0,103700.0,116900.0
2020,February,Midwest,Double,98200.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,February,Midwest,Single ,55200.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,February,Midwest,Total1,70900.0,27810.0,67380.0,75960.0,95840.0,108000.0
2020,February,Northeast,Double,109800,22470.0,75510.0,85110.0,108600.0,122400.0
2020,February,Northeast,Single ,54000.0,22470.0,75510.0,85110.0,108600.0,122400.0
2020,February,Northeast,Total1,81500.0,22470.0,75510.0,85110.0,108600.0,122400.0
2020,February,South,Double,105600.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,February,South,Single ,55300.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,February,South,Total1,82000.0,49760.0,61480.0,69310.0,89660.0,101100.0
2020,February,United States,Double,107500.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,February,United States,Single ,55600.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,February,United States,Total1,83400.0,129200.0,68010.0,76660.0,97470.0,109900.0
2020,February,West,Double,118900.0,29200.0,75240.0,84820.0,103700.0,116900.0
2020,February,West,Single ,59600.0,29200.0,75240.0,84820.0,103700.0,116900.0
2020,February,West,Total1,103500.0,29200.0,75240.0,84820.0,103700.0,116900.0
2019,December,Midwest,Double,96100.0,27760.0,68350.0,77860.0,94010.0,107100.0
2019,December,Midwest,Single ,54400.0,27760.0,68350.0,77860.0,94010.0,107100.0
2019,December,Midwest,Total1,70200.0,27760.0,68350.0,77860.0,94010.0,107100.0
2019,December,Northeast,Double,98500,22030.0,76220.0,86820.0,109900.0,125200.0
2019,December,Northeast,Single ,54000.0,22030.0,76220.0,86820.0,109900.0,125200.0
2019,December,Northeast,Total1,79500.0,22030.0,76220.0,86820.0,109900.0,125200.0
2019,December,South,Double,106900.0,49490.0,61880.0,70490.0,90420.0,103000.0
2019,December,South,Single ,54600.0,49490.0,61880.0,70490.0,90420.0,103000.0
2019,December,South,Total1,87900.0,49490.0,61880.0,70490.0,90420.0,103000.0
2019,December,United States,Double,105700.0,128500.0,68700.0,78250.0,98090.0,111700.0
2019,December,United States,Single ,54400.0,128500.0,68700.0,78250.0,98090.0,111700.0
2019,December,United States,Total1,86400.0,128500.0,68700.0,78250.0,98090.0,111700.0
2019,December,West,Double,107600.0,29180.0,75770.0,86300.0,106000.0,120800.0
2019,December,West,Single ,52100.0,29180.0,75770.0,86300.0,106000.0,120800.0
2019,December,West,Total1,97700.0,29180.0,75770.0,86300.0,106000.0,120800.0
2019,November,Midwest,Double,104000.0,27760.0,68350.0,77860.0,94010.0,107100.0
2019,November,Midwest,Single ,50600.0,27760.0,68350.0,77860.0,94010.0,107100.0
2019,November,Midwest,Total1,73400.0,27760.0,68350.0,77860.0,94010.0,107100.0
2019,November,Northeast,Double,113100,22030.0,76220.0,86820.0,109900.0,125200.0
2019,November,Northeast,Single ,49400.0,22030.0,76220.0,86820.0,109900.0,125200.0
2019,November,Northeast,Total1,79200.0,22030.0,76220.0,86820.0,109900.0,125200.0
2019,November,South,Double,104800.0,49490.0,61880.0,70490.0,90420.0,103000.0
2019,November,South,Single ,52500.0,49490.0,61880.0,70490.0,90420.0,103000.0
2019,November,South,Total1,79500.0,49490.0,61880.0,70490.0,90420.0,103000.0
2019,November,United States,Double,107100.0,128500.0,68700.0,78250.0,98090.0,111700.0
2019,November,United States,Single ,52100.0,128500.0,68700.0,78250.0,98090.0,111700.0
2019,November,United States,Total1,81600.0,128500.0,68700.0,78250.0,98090.0,111700.0
2019,November,West,Double,114700.0,29180.0,75770.0,86300.0,106000.0,120800.0
2019,November,West,Single ,54100.0,29180.0,75770.0,86300.0,106000.0,120800.0
2019,November,West,Total1,101400.0,29180.0,75770.0,86300.0,106000.0,120800.0
2019,October,Midwest,Double,100200.0,27760.0,68350.0,77860.0,94010.0,107100.0
2019,October,Midwest,Single ,53800.0,27760.0,68350.0,77860.0,94010.0,107100.0
2019,October,Midwest,Total1,72100.0,27760.0,68350.0,77860.0,94010.0,107100.0
2019,October,Northeast,Double,101600,22030.0,76220.0,86820.0,109900.0,125200.0
2019,October,Northeast,Single ,61200.0,22030.0,76220.0,86820.0,109900.0,125200.0
2019,October,Northeast,Total1,80600.0,22030.0,76220.0,86820.0,109900.0,125200.0
2019,October,South,Double,103400.0,49490.0,61880.0,70490.0,90420.0,103000.0
2019,October,South,Single ,52500.0,49490.0,61880.0,70490.0,90420.0,103000.0
2019,October,South,Total1,81600.0,49490.0,61880.0,70490.0,90420.0,103000.0
2019,October,United States,Double,103800.0,128500.0,68700.0,78250.0,98090.0,111700.0
2019,October,United States,Single ,53900.0,128500.0,68700.0,78250.0,98090.0,111700.0
2019,October,United States,Total1,81700.0,128500.0,68700.0,78250.0,98090.0,111700.0
2019,October,West,Double,109100.0,29180.0,75770.0,86300.0,106000.0,120800.0
2019,October,West,Single ,58800.0,29180.0,75770.0,86300.0,106000.0,120800.0
2019,October,West,Total1,96600.0,29180.0,75770.0,86300.0,106000.0,120800.0
2019,September,Midwest,Double,98400.0,27760.0,68350.0,77860.0,94010.0,107100.0
2019,September,Midwest,Single ,55900.0,27760.0,68350.0,77860.0,94010.0,107100.0
2019,September,Midwest,Total1,71900.0,27760.0,68350.0,77860.0,94010.0,107100.0
2019,September,Northeast,Double,103700,22030.0,76220.0,86820.0,109900.0,125200.0
2019,September,Northeast,Single ,59600.0,22030.0,76220.0,86820.0,109900.0,125200.0
2019,September,Northeast,Total1,84100.0,22030.0,76220.0,86820.0,109900.0,125200.0
2019,September,South,Double,99300.0,49490.0,61880.0,70490.0,90420.0,103000.0
2019,September,South,Single ,55100.0,49490.0,61880.0,70490.0,90420.0,103000.0
2019,September,South,Total1,80200.0,49490.0,61880.0,70490.0,90420.0,103000.0
2019,September,United States,Double,101800.0,128500.0,68700.0,78250.0,98090.0,111700.0
2019,September,United States,Single ,55600.0,128500.0,68700.0,78250.0,98090.0,111700.0
2019,September,United States,Total1,81500.0,128500.0,68700.0,78250.0,98090.0,111700.0
2019,September,West,Double,113000.0,29180.0,75770.0,86300.0,106000.0,120800.0
2019,September,West,Single ,55300.0,29180.0,75770.0,86300.0,106000.0,120800.0
2019,September,West,Total1,99500.0,29180.0,75770.0,86300.0,106000.0,120800.0
2019,August,Midwest,Double,99800.0,27760.0,68350.0,77860.0,94010.0,107100.0
2019,August,Midwest,Single ,52500.0,27760.0,68350.0,77860.0,94010.0,107100.0
2019,August,Midwest,Total1,75700.0,27760.0,68350.0,77860.0,94010.0,107100.0
2019,August,Northeast,Double,101200,22030.0,76220.0,86820.0,109900.0,125200.0
2019,August,Northeast,Single ,45700.0,22030.0,76220.0,86820.0,109900.0,125200.0
2019,August,Northeast,Total1,81900.0,22030.0,76220.0,86820.0,109900.0,125200.0
2019,August,South,Double,106600.0,49490.0,61880.0,70490.0,90420.0,103000.0
2019,August,South,Single ,48700.0,49490.0,61880.0,70490.0,90420.0,103000.0
2019,August,South,Total1,81400.0,49490.0,61880.0,70490.0,90420.0,103000.0
2019,August,United States,Double,107900.0,128500.0,68700.0,78250.0,98090.0,111700.0
2019,August,United States,Single ,49200.0,128500.0,68700.0,78250.0,98090.0,111700.0
2019,August,United States,Total1,84100.0,128500.0,68700.0,78250.0,98090.0,111700.0
2019,August,West,Double,120700.0,29180.0,75770.0,86300.0,106000.0,120800.0
2019,August,West,Single ,48200.0,29180.0,75770.0,86300.0,106000.0,120800.0
2019,August,West,Total1,107500.0,29180.0,75770.0,86300.0,106000.0,120800.0
2019,July,Midwest,Double,105700.0,27760.0,68350.0,77860.0,94010.0,107100.0
2019,July,Midwest,Single ,53900.0,27760.0,68350.0,77860.0,94010.0,107100.0
2019,July,Midwest,Total1,74400.0,27760.0,68350.0,77860.0,94010.0,107100.0
2019,July,Northeast,Double,129500,22030.0,76220.0,86820.0,109900.0,125200.0
2019,July,Northeast,Single ,51600.0,22030.0,76220.0,86820.0,109900.0,125200.0
2019,July,Northeast,Total1,88000.0,22030.0,76220.0,86820.0,109900.0,125200.0
2019,July,South,Double,100300.0,49490.0,61880.0,70490.0,90420.0,103000.0
2019,July,South,Single ,54900.0,49490.0,61880.0,70490.0,90420.0,103000.0
2019,July,South,Total1,78100.0,49490.0,61880.0,70490.0,90420.0,103000.0
2019,July,United States,Double,106500.0,128500.0,68700.0,78250.0,98090.0,111700.0
2019,July,United States,Single ,54000.0,128500.0,68700.0,78250.0,98090.0,111700.0
2019,July,United States,Total1,82000.0,128500.0,68700.0,78250.0,98090.0,111700.0
2019,July,West,Double,121000.0,29180.0,75770.0,86300.0,106000.0,120800.0
2019,July,West,Single ,45700.0,29180.0,75770.0,86300.0,106000.0,120800.0
2019,July,West,Total1,108400.0,29180.0,75770.0,86300.0,106000.0,120800.0
2019,June,Midwest,Double,97100.0,27760.0,68350.0,77860.0,94010.0,107100.0
2019,June,Midwest,Single ,52700.0,27760.0,68350.0,77860.0,94010.0,107100.0
2019,June,Midwest,Total1,72600.0,27760.0,68350.0,77860.0,94010.0,107100.0
2019,June,Northeast,Double,109100,22030.0,76220.0,86820.0,109900.0,125200.0
2019,June,Northeast,Single ,57800.0,22030.0,76220.0,86820.0,109900.0,125200.0
2019,June,Northeast,Total1,84800.0,22030.0,76220.0,86820.0,109900.0,125200.0
2019,June,South,Double,100500.0,49490.0,61880.0,70490.0,90420.0,103000.0
2019,June,South,Single ,53200.0,49490.0,61880.0,70490.0,90420.0,103000.0
2019,June,South,Total1,83400.0,49490.0,61880.0,70490.0,90420.0,103000.0
2019,June,United States,Double,103800.0,128500.0,68700.0,78250.0,98090.0,111700.0
2019,June,United States,Single ,52800.0,128500.0,68700.0,78250.0,98090.0,111700.0
2019,June,United States,Total1,84400.0,128500.0,68700.0,78250.0,98090.0,111700.0
2019,June,West,Double,118800.0,29180.0,75770.0,86300.0,106000.0,120800.0
2019,June,West,Single ,47000.0,29180.0,75770.0,86300.0,106000.0,120800.0
2019,June,West,Total1,100600.0,29180.0,75770.0,86300.0,106000.0,120800.0
2019,April,Midwest,Double,91900.0,27760.0,68350.0,77860.0,94010.0,107100.0
2019,April,Midwest,Single ,56700.0,27760.0,68350.0,77860.0,94010.0,107100.0
2019,April,Midwest,Total1,70800.0,27760.0,68350.0,77860.0,94010.0,107100.0
2019,April,Northeast,Double,109000,22030.0,76220.0,86820.0,109900.0,125200.0
2019,April,Northeast,Single ,59300.0,22030.0,76220.0,86820.0,109900.0,125200.0
2019,April,Northeast,Total1,82000.0,22030.0,76220.0,86820.0,109900.0,125200.0
2019,April,South,Double,99300.0,49490.0,61880.0,70490.0,90420.0,103000.0
2019,April,South,Single ,54000.0,49490.0,61880.0,70490.0,90420.0,103000.0
2019,April,South,Total1,77100.0,49490.0,61880.0,70490.0,90420.0,103000.0
2019,April,United States,Double,100700.0,128500.0,68700.0,78250.0,98090.0,111700.0
2019,April,United States,Single ,55700.0,128500.0,68700.0,78250.0,98090.0,111700.0
2019,April,United States,Total1,78900.0,128500.0,68700.0,78250.0,98090.0,111700.0
2019,April,West,Double,109100.0,29180.0,75770.0,86300.0,106000.0,120800.0
2019,April,West,Single ,63600.0,29180.0,75770.0,86300.0,106000.0,120800.0
2019,April,West,Total1,95400.0,29180.0,75770.0,86300.0,106000.0,120800.0
2019,March,Midwest,Double,96300.0,27760.0,68350.0,77860.0,94010.0,107100.0
2019,March,Midwest,Single ,49900.0,27760.0,68350.0,77860.0,94010.0,107100.0
2019,March,Midwest,Total1,71300.0,27760.0,68350.0,77860.0,94010.0,107100.0
2019,March,Northeast,Double,98400,22030.0,76220.0,86820.0,109900.0,125200.0
2019,March,Northeast,Single ,48000.0,22030.0,76220.0,86820.0,109900.0,125200.0
2019,March,Northeast,Total1,74500.0,22030.0,76220.0,86820.0,109900.0,125200.0
2019,March,South,Double,101600.0,49490.0,61880.0,70490.0,90420.0,103000.0
2019,March,South,Single ,50900.0,49490.0,61880.0,70490.0,90420.0,103000.0
2019,March,South,Total1,77800.0,49490.0,61880.0,70490.0,90420.0,103000.0
2019,March,United States,Double,102100.0,128500.0,68700.0,78250.0,98090.0,111700.0
2019,March,United States,Single ,50400.0,128500.0,68700.0,78250.0,98090.0,111700.0
2019,March,United States,Total1,78900.0,128500.0,68700.0,78250.0,98090.0,111700.0
2019,March,West,Double,108500.0,29180.0,75770.0,86300.0,106000.0,120800.0
2019,March,West,Single ,49100.0,29180.0,75770.0,86300.0,106000.0,120800.0
2019,March,West,Total1,92900.0,29180.0,75770.0,86300.0,106000.0,120800.0
2019,February,Midwest,Double,97200.0,27760.0,68350.0,77860.0,94010.0,107100.0
2019,February,Midwest,Single ,56000.0,27760.0,68350.0,77860.0,94010.0,107100.0
2019,February,Midwest,Total1,72500.0,27760.0,68350.0,77860.0,94010.0,107100.0
2019,February,Northeast,Double,97500,22030.0,76220.0,86820.0,109900.0,125200.0
2019,February,Northeast,Single ,52300.0,22030.0,76220.0,86820.0,109900.0,125200.0
2019,February,Northeast,Total1,74100.0,22030.0,76220.0,86820.0,109900.0,125200.0
2019,February,South,Double,106600.0,49490.0,61880.0,70490.0,90420.0,103000.0
2019,February,South,Single ,52600.0,49490.0,61880.0,70490.0,90420.0,103000.0
2019,February,South,Total1,84800.0,49490.0,61880.0,70490.0,90420.0,103000.0
2019,February,United States,Double,107600.0,128500.0,68700.0,78250.0,98090.0,111700.0
2019,February,United States,Single ,52600.0,128500.0,68700.0,78250.0,98090.0,111700.0
2019,February,United States,Total1,85000.0,128500.0,68700.0,78250.0,98090.0,111700.0
2019,February,West,Double,119400.0,29180.0,75770.0,86300.0,106000.0,120800.0
2019,February,West,Single ,43500.0,29180.0,75770.0,86300.0,106000.0,120800.0
2019,February,West,Total1,103100.0,29180.0,75770.0,86300.0,106000.0,120800.0
